Subject	Predicate	Object
Zhishangxiaoyu pill	source	hudongbaike
Zhishangxiaoyu pill	source	WikiPedia
Zhishangxiaoyu pill	belongTo	drug
Antispasmodic powder	source	hudongbaike
Antispasmodic powder	source	WikiPedia
Antispasmodic powder	belongTo	drug
Already wind Dan	source	WikiPedia
Already wind Dan	belongTo	drug
Already wind Dan	source	hudongbaike
Protecting rock paste	belongTo	drug
Protecting rock paste	source	WikiPedia
Protecting rock paste	source	hudongbaike
Appendiceal antiphlogistic tablet	source	hudongbaike
Appendiceal antiphlogistic tablet	belongTo	drug
Appendiceal antiphlogistic tablet	source	WikiPedia
Deacetylamine	source	hudongbaike
Deacetylamine	source	WikiPedia
Deacetylamine	belongTo	drug
Kesuting capsule	belongTo	drug
Kesuting capsule	source	hudongbaike
Kesuting capsule	source	WikiPedia
Xiaoke Ning tablet	belongTo	drug
Xiaoke Ning tablet	source	hudongbaike
Xiaoke Ning tablet	source	WikiPedia
Qian lie Tai pill	source	hudongbaike
Qian lie Tai pill	belongTo	drug
Qian lie Tai pill	source	WikiPedia
Acetyl isoamyl Tyrol tartrate	source	hudongbaike
Acetyl isoamyl Tyrol tartrate	source	WikiPedia
Acetyl isoamyl Tyrol tartrate	belongTo	drug
Acetyl isoamyl Tyrol tartrate	prescription drugs	Over-the-counter drugs
Plasma corticotropin	source	hudongbaike
Plasma corticotropin	source	WikiPedia
Plasma corticotropin	belongTo	drug
Madam beauty oral liquid	belongTo	drug
Madam beauty oral liquid	source	hudongbaike
Madam beauty oral liquid	source	WikiPedia
Fetus protection golden Dan	belongTo	drug
Fetus protection golden Dan	source	hudongbaike
Fetus protection golden Dan	source	WikiPedia
Jin Shu Di Da Wan	source	hudongbaike
Jin Shu Di Da Wan	belongTo	drug
Jin Shu Di Da Wan	source	WikiPedia
Xiaoyan Lidan soft capsule	source	WikiPedia
Xiaoyan Lidan soft capsule	prescription drugs	Over-the-counter drugs
Xiaoyan Lidan soft capsule	source	hudongbaike
Xiaoyan Lidan soft capsule	belongTo	drug
Thiamicin	belongTo	drug
Thiamicin	source	hudongbaike
Thiamicin	source	WikiPedia
Angelica dahurica powder	belongTo	drug
Angelica dahurica powder	source	WikiPedia
Angelica dahurica powder	source	hudongbaike
Senden Siwei Tang San	source	hudongbaike
Senden Siwei Tang San	belongTo	drug
Senden Siwei Tang San	source	WikiPedia
Miaoshan quyanling	source	WikiPedia
Miaoshan quyanling	source	hudongbaike
Miaoshan quyanling	belongTo	drug
Mahuang and forsythia red bean soup	belongTo	drug
Mahuang and forsythia red bean soup	source	WikiPedia
Mahuang and forsythia red bean soup	source	hudongbaike
Weikening capsule	source	hudongbaike
Weikening capsule	belongTo	drug
Weikening capsule	source	WikiPedia
Fructus aurantii and ginseng pill	belongTo	drug
Fructus aurantii and ginseng pill	source	hudongbaike
Fructus aurantii and ginseng pill	source	WikiPedia
Valproamide capsule	source	hudongbaike
Valproamide capsule	belongTo	drug
Valproamide capsule	source	WikiPedia
Asphyxiant agent	belongTo	drug
Asphyxiant agent	source	hudongbaike
Asphyxiant agent	source	WikiPedia
Xi Wei Gan Lu Wan	belongTo	drug
Xi Wei Gan Lu Wan	source	WikiPedia
Xi Wei Gan Lu Wan	source	hudongbaike
Dongxuanle oral liquid	belongTo	drug
Dongxuanle oral liquid	source	hudongbaike
Dongxuanle oral liquid	source	WikiPedia
Acetylsalicylic acid	belongTo	drug
Acetylsalicylic acid	source	WikiPedia
Acetylsalicylic acid	source	hudongbaike
Shanmudan capsule	source	hudongbaike
Shanmudan capsule	source	WikiPedia
Shanmudan capsule	belongTo	drug
Li Gu San	belongTo	drug
Li Gu San	source	hudongbaike
Li Gu San	source	WikiPedia
Prochlorazine	source	hudongbaike
Prochlorazine	belongTo	drug
Prochlorazine	source	WikiPedia
Xiaoer Qingre tablet	source	hudongbaike
Xiaoer Qingre tablet	source	WikiPedia
Xiaoer Qingre tablet	belongTo	drug
Shema oral liquid	source	hudongbaike
Shema oral liquid	belongTo	drug
Shema oral liquid	source	WikiPedia
Add loss Xiaoyao Powder	source	hudongbaike
Add loss Xiaoyao Powder	source	WikiPedia
Add loss Xiaoyao Powder	belongTo	drug
Omeprazole pellets	belongTo	drug
Omeprazole pellets	source	hudongbaike
Omeprazole pellets	mold	preparation
Omeprazole pellets	source	WikiPedia
Ice musk deer priceless powder	belongTo	drug
Ice musk deer priceless powder	source	WikiPedia
Ice musk deer priceless powder	source	hudongbaike
Sanzi cough cream	belongTo	drug
Sanzi cough cream	source	WikiPedia
Sanzi cough cream	source	hudongbaike
Gatifloxacin dispersible tablets	source	hudongbaike
Gatifloxacin dispersible tablets	belongTo	drug
Gatifloxacin dispersible tablets	source	WikiPedia
rose concrete	belongTo	drug
rose concrete	source	hudongbaike
rose concrete	source	WikiPedia
Li Ji pill	belongTo	drug
Li Ji pill	source	hudongbaike
Li Ji pill	source	WikiPedia
Beclomethasone propionate	prescription drugs	Over-the-counter drugs
Beclomethasone propionate	belongTo	drug
Beclomethasone propionate	source	hudongbaike
Beclomethasone propionate	source	WikiPedia
Beclomethasone propionate	mold	Aerosol
Sisal	belongTo	drug
Sisal	source	WikiPedia
Sisal	source	hudongbaike
Morinda oligosaccharide capsule	source	hudongbaike
Morinda oligosaccharide capsule	source	WikiPedia
Morinda oligosaccharide capsule	belongTo	drug
Cordyceps militaris	source	WikiPedia
Cordyceps militaris	belongTo	drug
Cordyceps militaris	source	hudongbaike
Xiaoer Lingyang powder	source	WikiPedia
Xiaoer Lingyang powder	source	hudongbaike
Xiaoer Lingyang powder	belongTo	drug
Shenyan'an capsule	source	WikiPedia
Shenyan'an capsule	source	hudongbaike
Shenyan'an capsule	belongTo	drug
Addition and subtraction of dizhi pill	source	hudongbaike
Addition and subtraction of dizhi pill	source	WikiPedia
Addition and subtraction of dizhi pill	belongTo	drug
Betamethasone liniment	source	WikiPedia
Betamethasone liniment	belongTo	drug
Betamethasone liniment	source	hudongbaike
Qixiang Zhitong pill	belongTo	drug
Qixiang Zhitong pill	dosage	Oral administration
Qixiang Zhitong pill	source	hudongbaike
Qixiang Zhitong pill	source	WikiPedia
Compound amoxicillin	source	WikiPedia
Compound amoxicillin	source	hudongbaike
Compound amoxicillin	belongTo	drug
Cuban vaccine	source	WikiPedia
Cuban vaccine	belongTo	drug
Cuban vaccine	source	hudongbaike
Ankaishu granules	belongTo	drug
Ankaishu granules	source	WikiPedia
Ankaishu granules	source	hudongbaike
Sanqi xueshangning powder	belongTo	drug
Sanqi xueshangning powder	source	WikiPedia
Sanqi xueshangning powder	source	hudongbaike
Pure acyl	belongTo	drug
Pure acyl	source	WikiPedia
Pure acyl	source	hudongbaike
Gan and honey pills	belongTo	drug
Gan and honey pills	source	hudongbaike
Gan and honey pills	source	WikiPedia
Hua Xiang leaves	source	WikiPedia
Hua Xiang leaves	source	hudongbaike
Hua Xiang leaves	belongTo	drug
Clostridium caseinate live powder	source	hudongbaike
Clostridium caseinate live powder	mold	Powder
Clostridium caseinate live powder	belongTo	drug
Clostridium caseinate live powder	source	WikiPedia
Clostridium caseinate live powder	prescription drugs	Over-the-counter drugs
Methylphenidate	belongTo	drug
Methylphenidate	source	hudongbaike
Methylphenidate	source	WikiPedia
Dysentery vaccine	source	WikiPedia
Dysentery vaccine	source	hudongbaike
Dysentery vaccine	belongTo	drug
Vitamin capsule	source	hudongbaike
Vitamin capsule	belongTo	drug
Vitamin capsule	source	WikiPedia
Tyler	source	hudongbaike
Tyler	belongTo	drug
Tyler	source	WikiPedia
Laryngeal mask	belongTo	drug
Laryngeal mask	source	hudongbaike
Laryngeal mask	source	WikiPedia
Flunarizine hydrochloride	source	WikiPedia
Flunarizine hydrochloride	source	hudongbaike
Flunarizine hydrochloride	belongTo	drug
Austria cream	source	hudongbaike
Austria cream	source	WikiPedia
Austria cream	belongTo	drug
Anti tuberculosis capsule	mold	Capsule
Anti tuberculosis capsule	belongTo	drug
Anti tuberculosis capsule	source	WikiPedia
Anti tuberculosis capsule	source	hudongbaike
Fu Bao Jin Dan	source	hudongbaike
Fu Bao Jin Dan	source	WikiPedia
Fu Bao Jin Dan	belongTo	drug
Isogradine	source	hudongbaike
Isogradine	belongTo	drug
Isogradine	source	WikiPedia
LMZ toothpaste	belongTo	drug
LMZ toothpaste	source	hudongbaike
LMZ toothpaste	source	WikiPedia
Blueberry fruit and vegetable chewable tablets	source	WikiPedia
Blueberry fruit and vegetable chewable tablets	source	hudongbaike
Blueberry fruit and vegetable chewable tablets	belongTo	drug
Fluorometholone Acetate Eye Drops 	source	hudongbaike
Fluorometholone Acetate Eye Drops 	source	WikiPedia
Fluorometholone Acetate Eye Drops 	belongTo	drug
Hair patch	source	WikiPedia
Hair patch	source	hudongbaike
Hair patch	belongTo	drug
Posterior pituitary preparation	belongTo	drug
Posterior pituitary preparation	source	hudongbaike
Posterior pituitary preparation	source	WikiPedia
Dan Zhen granule	source	hudongbaike
Dan Zhen granule	source	WikiPedia
Dan Zhen granule	belongTo	drug
Jiang Gong Wan	source	WikiPedia
Jiang Gong Wan	source	hudongbaike
Jiang Gong Wan	belongTo	drug
New Berek children's Magan granules	source	hudongbaike
New Berek children's Magan granules	source	WikiPedia
New Berek children's Magan granules	belongTo	drug
Yin Huang Wan	belongTo	drug
Yin Huang Wan	source	hudongbaike
Yin Huang Wan	source	WikiPedia
Flavored Feier pill	source	hudongbaike
Flavored Feier pill	source	WikiPedia
Flavored Feier pill	belongTo	drug
Shenglonghuohu pill	source	hudongbaike
Shenglonghuohu pill	source	WikiPedia
Shenglonghuohu pill	belongTo	drug
Amoxicillin / dicloxicillin	belongTo	drug
Amoxicillin / dicloxicillin	source	WikiPedia
Amoxicillin / dicloxicillin	source	hudongbaike
Compound Jingkang pill	source	hudongbaike
Compound Jingkang pill	source	WikiPedia
Compound Jingkang pill	belongTo	drug
Antibiotic drugs	source	hudongbaike
Antibiotic drugs	belongTo	drug
Antibiotic drugs	source	WikiPedia
Cuttlefish paste	source	WikiPedia
Cuttlefish paste	belongTo	drug
Cuttlefish paste	source	hudongbaike
Cephalosporin capsule	source	WikiPedia
Cephalosporin capsule	belongTo	drug
Cephalosporin capsule	source	hudongbaike
Methoquinazine	belongTo	drug
Methoquinazine	source	hudongbaike
Methoquinazine	source	WikiPedia
Integrated Feier pill	source	hudongbaike
Integrated Feier pill	source	WikiPedia
Integrated Feier pill	belongTo	drug
Wild chrysanthemum tea	belongTo	drug
Wild chrysanthemum tea	source	hudongbaike
Wild chrysanthemum tea	source	WikiPedia
Subtilisin	source	hudongbaike
Subtilisin	belongTo	drug
Subtilisin	source	WikiPedia
Houpu Wenzhong pill	source	hudongbaike
Houpu Wenzhong pill	source	WikiPedia
Houpu Wenzhong pill	belongTo	drug
Four red Dan	source	hudongbaike
Four red Dan	belongTo	drug
Four red Dan	source	WikiPedia
Shengteng cold tablet	belongTo	drug
Shengteng cold tablet	source	hudongbaike
Shengteng cold tablet	source	WikiPedia
Jiusheng antipyretic sticker	belongTo	drug
Jiusheng antipyretic sticker	source	hudongbaike
Jiusheng antipyretic sticker	source	WikiPedia
Bone strengthening pill	belongTo	drug
Bone strengthening pill	source	hudongbaike
Bone strengthening pill	source	WikiPedia
Wind top	source	WikiPedia
Wind top	source	hudongbaike
Wind top	belongTo	drug
Infantile diarrhea external application powder	source	WikiPedia
Infantile diarrhea external application powder	belongTo	drug
Infantile diarrhea external application powder	source	hudongbaike
Compound tetracycline tablets	belongTo	drug
Compound tetracycline tablets	source	hudongbaike
Compound tetracycline tablets	source	WikiPedia
Deer whip capsule	mold	Capsule
Deer whip capsule	belongTo	drug
Deer whip capsule	source	WikiPedia
Deer whip capsule	source	hudongbaike
Ding Fei Luo Er	belongTo	drug
Ding Fei Luo Er	source	WikiPedia
Ding Fei Luo Er	source	hudongbaike
Bismuth magnesium cardamom capsule	source	hudongbaike
Bismuth magnesium cardamom capsule	source	WikiPedia
Bismuth magnesium cardamom capsule	belongTo	drug
Monamycin sulfate	belongTo	drug
Monamycin sulfate	source	hudongbaike
Monamycin sulfate	source	WikiPedia
Tiantianqing liver protecting tea	prescription drugs	Over-the-counter drugs
Tiantianqing liver protecting tea	source	hudongbaike
Tiantianqing liver protecting tea	source	WikiPedia
Tiantianqing liver protecting tea	belongTo	drug
Acetylsalicylic acid	source	hudongbaike
Acetylsalicylic acid	source	WikiPedia
Acetylsalicylic acid	belongTo	drug
Banxia Baizhi powder	source	WikiPedia
Banxia Baizhi powder	source	hudongbaike
Banxia Baizhi powder	belongTo	drug
Liuhe Dingzhong pill	source	hudongbaike
Liuhe Dingzhong pill	belongTo	drug
Liuhe Dingzhong pill	source	WikiPedia
Knostar	source	WikiPedia
Knostar	belongTo	drug
Knostar	source	hudongbaike
Wu Bei San	belongTo	drug
Wu Bei San	source	hudongbaike
Wu Bei San	source	WikiPedia
Compound aminopyrine injection	belongTo	drug
Compound aminopyrine injection	source	WikiPedia
Compound aminopyrine injection	source	hudongbaike
Wanshi Niuhuang Qingxin tablet	belongTo	drug
Wanshi Niuhuang Qingxin tablet	source	WikiPedia
Wanshi Niuhuang Qingxin tablet	source	hudongbaike
Goufeng an	mold	Pill
Goufeng an	prescription drugs	Over-the-counter drugs
Goufeng an	source	hudongbaike
Goufeng an	belongTo	drug
Goufeng an	source	WikiPedia
Neituoanshen powder	source	WikiPedia
Neituoanshen powder	belongTo	drug
Neituoanshen powder	source	hudongbaike
Compound aluminum magnesium hydroxide tablets	source	hudongbaike
Compound aluminum magnesium hydroxide tablets	belongTo	drug
Compound aluminum magnesium hydroxide tablets	source	WikiPedia
Seven leaves scattered	source	hudongbaike
Seven leaves scattered	belongTo	drug
Seven leaves scattered	source	WikiPedia
Shen Yuan capsule	source	WikiPedia
Shen Yuan capsule	belongTo	drug
Shen Yuan capsule	source	hudongbaike
Bao Sheng Gao	belongTo	drug
Bao Sheng Gao	source	WikiPedia
Bao Sheng Gao	source	hudongbaike
Penicillin without side chain	source	hudongbaike
Penicillin without side chain	belongTo	drug
Penicillin without side chain	source	WikiPedia
GUI lacquer pill	source	hudongbaike
GUI lacquer pill	source	WikiPedia
GUI lacquer pill	belongTo	drug
Xiaoerqi Zhendan	source	hudongbaike
Xiaoerqi Zhendan	prescription drugs	Over-the-counter drugs
Xiaoerqi Zhendan	belongTo	drug
Xiaoerqi Zhendan	source	WikiPedia
Tangshen Beijian multi vitamin mineral	belongTo	drug
Tangshen Beijian multi vitamin mineral	source	WikiPedia
Tangshen Beijian multi vitamin mineral	source	hudongbaike
3A brain nutrition pill	mold	Capsule
3A brain nutrition pill	source	WikiPedia
3A brain nutrition pill	belongTo	drug
3A brain nutrition pill	source	hudongbaike
Levofloxacin Hydrochloride Dispersible Tablets 	source	WikiPedia
Levofloxacin Hydrochloride Dispersible Tablets 	source	hudongbaike
Levofloxacin Hydrochloride Dispersible Tablets 	belongTo	drug
Povidone iodine powder	source	hudongbaike
Povidone iodine powder	belongTo	drug
Povidone iodine powder	source	WikiPedia
Lower Qi prescription	source	hudongbaike
Lower Qi prescription	belongTo	drug
Lower Qi prescription	source	WikiPedia
Thymic stimulating hormone	source	WikiPedia
Thymic stimulating hormone	belongTo	drug
Thymic stimulating hormone	source	hudongbaike
Anti change and reconciliation soup	belongTo	drug
Anti change and reconciliation soup	source	hudongbaike
Anti change and reconciliation soup	source	WikiPedia
According to law	source	WikiPedia
According to law	belongTo	drug
According to law	source	hudongbaike
Baoneiqingxin powder	source	WikiPedia
Baoneiqingxin powder	belongTo	drug
Baoneiqingxin powder	source	hudongbaike
Velcade	source	hudongbaike
Velcade	belongTo	drug
Velcade	source	WikiPedia
Twelve taste different power powder	source	WikiPedia
Twelve taste different power powder	source	hudongbaike
Twelve taste different power powder	belongTo	drug
Liujun Fritillaria pill	source	hudongbaike
Liujun Fritillaria pill	belongTo	drug
Liujun Fritillaria pill	source	WikiPedia
Strengthening the body and strengthening the root	source	WikiPedia
Strengthening the body and strengthening the root	source	hudongbaike
Strengthening the body and strengthening the root	belongTo	drug
Yu Feng Wan	source	hudongbaike
Yu Feng Wan	source	WikiPedia
Yu Feng Wan	belongTo	drug
Ribavirin injection	source	hudongbaike
Ribavirin injection	source	WikiPedia
Ribavirin injection	belongTo	drug
Chinese wolfberry red ginseng wine	source	WikiPedia
Chinese wolfberry red ginseng wine	belongTo	drug
Chinese wolfberry red ginseng wine	source	hudongbaike
Doll Ning	belongTo	drug
Doll Ning	source	hudongbaike
Doll Ning	mold	Powder
Doll Ning	source	WikiPedia
Zhao's dysmenorrhea patch	source	WikiPedia
Zhao's dysmenorrhea patch	belongTo	drug
Zhao's dysmenorrhea patch	source	hudongbaike
Mesothelin	source	WikiPedia
Mesothelin	source	hudongbaike
Mesothelin	belongTo	drug
Rhizoma fortunei tea	source	WikiPedia
Rhizoma fortunei tea	belongTo	drug
Rhizoma fortunei tea	source	hudongbaike
Chai Su pill	source	hudongbaike
Chai Su pill	source	WikiPedia
Chai Su pill	belongTo	drug
Montelukast Sodium Tablets 	source	WikiPedia
Montelukast Sodium Tablets 	belongTo	drug
Montelukast Sodium Tablets 	source	hudongbaike
Shengji Yufu cream	source	hudongbaike
Shengji Yufu cream	belongTo	drug
Shengji Yufu cream	source	WikiPedia
Guanxin Qiwei capsule	source	WikiPedia
Guanxin Qiwei capsule	belongTo	drug
Guanxin Qiwei capsule	source	hudongbaike
Kang Kang tablets	source	WikiPedia
Kang Kang tablets	belongTo	drug
Kang Kang tablets	source	hudongbaike
Baiduqing green general pill	source	hudongbaike
Baiduqing green general pill	belongTo	drug
