头实体	关系	尾实体
博祥云芝肝泰颗粒	来源	中文维基百科
奈法唑酮	来源	互动百科
奈法唑酮	属于	药物
奈法唑酮	来源	中文维基百科
桃红清血片	属于	药物
桃红清血片	来源	中文维基百科
桃红清血片	来源	互动百科
五味甘露丸	属于	药物
五味甘露丸	来源	中文维基百科
五味甘露丸	来源	互动百科
复肝康胶囊	来源	中文维基百科
复肝康胶囊	属于	药物
复肝康胶囊	来源	互动百科
石菖蒲丸	来源	互动百科
石菖蒲丸	属于	药物
石菖蒲丸	来源	中文维基百科
喜康力粉剂	来源	中文维基百科
喜康力粉剂	属于	药物
喜康力粉剂	来源	互动百科
郭老太宫瘤清片	属于	药物
郭老太宫瘤清片	来源	中文维基百科
郭老太宫瘤清片	来源	互动百科
发动机线束保护剂	来源	中文维基百科
发动机线束保护剂	来源	互动百科
发动机线束保护剂	属于	药物
消风百解散	来源	互动百科
消风百解散	属于	药物
消风百解散	来源	中文维基百科
芫花酯甲	来源	互动百科
芫花酯甲	属于	药物
芫花酯甲	来源	中文维基百科
四加减正气散	来源	互动百科
四加减正气散	属于	药物
四加减正气散	来源	中文维基百科
附子硫黄散	属于	药物
附子硫黄散	来源	互动百科
附子硫黄散	来源	中文维基百科
多发性硬化伴发的色素	来源	互动百科
多发性硬化伴发的色素	属于	药物
多发性硬化伴发的色素	来源	中文维基百科
龟鹿宁神丸	来源	中文维基百科
龟鹿宁神丸	属于	药物
龟鹿宁神丸	来源	互动百科
半贝丸	属于	药物
半贝丸	来源	中文维基百科
半贝丸	来源	互动百科
五塔标行军散	来源	中文维基百科
五塔标行军散	来源	互动百科
五塔标行军散	属于	药物
复方肝浸膏片	来源	中文维基百科
复方肝浸膏片	属于	药物
复方肝浸膏片	来源	互动百科
香苏调胃片	来源	中文维基百科
香苏调胃片	来源	互动百科
香苏调胃片	属于	药物
参麦止嗽糖浆	属于	药物
参麦止嗽糖浆	来源	中文维基百科
参麦止嗽糖浆	来源	互动百科
土阿魏	来源	互动百科
土阿魏	属于	药物
土阿魏	来源	中文维基百科
芩暴红止咳胶囊	来源	中文维基百科
芩暴红止咳胶囊	类型	胶囊剂
芩暴红止咳胶囊	来源	互动百科
芩暴红止咳胶囊	属于	药物
洛安堂腱鞘舒筋贴	属于	药物
洛安堂腱鞘舒筋贴	来源	中文维基百科
洛安堂腱鞘舒筋贴	来源	互动百科
角鲨烯合成酶抑制剂	来源	中文维基百科
角鲨烯合成酶抑制剂	属于	药物
角鲨烯合成酶抑制剂	来源	互动百科
肩周骨方世医贴	来源	互动百科
肩周骨方世医贴	来源	中文维基百科
肩周骨方世医贴	属于	药物
消痞丸	来源	中文维基百科
消痞丸	属于	药物
消痞丸	来源	互动百科
六斤丸	属于	药物
六斤丸	来源	中文维基百科
六斤丸	来源	互动百科
罗氏乳腺贴	来源	中文维基百科
罗氏乳腺贴	属于	药物
罗氏乳腺贴	来源	互动百科
注射用盐酸四环素	来源	互动百科
注射用盐酸四环素	来源	中文维基百科
注射用盐酸四环素	属于	药物
鸦胆子油口服乳	属于	药物
鸦胆子油口服乳	来源	中文维基百科
鸦胆子油口服乳	来源	互动百科
治感佳片	来源	中文维基百科
治感佳片	属于	药物
治感佳片	来源	互动百科
泰利必妥点眼剂	来源	中文维基百科
泰利必妥点眼剂	属于	药物
泰利必妥点眼剂	来源	互动百科
钻井前置液	属于	药物
钻井前置液	来源	中文维基百科
钻井前置液	来源	互动百科
醒脾开胃冲剂	属于	药物
醒脾开胃冲剂	来源	中文维基百科
醒脾开胃冲剂	是否处方药	非处方药
醒脾开胃冲剂	来源	互动百科
十五味萝蒂明目片	属于	药物
十五味萝蒂明目片	来源	互动百科
十五味萝蒂明目片	来源	中文维基百科
丹参冲剂	属于	药物
丹参冲剂	来源	中文维基百科
丹参冲剂	来源	互动百科
红龙散	属于	药物
红龙散	来源	互动百科
红龙散	来源	中文维基百科
盐酸地尔硫卓控释胶囊	属于	药物
盐酸地尔硫卓控释胶囊	来源	中文维基百科
盐酸地尔硫卓控释胶囊	来源	互动百科
盐酸地尔硫卓控释胶囊	类型	胶囊剂
盐酸苯海拉明	来源	互动百科
盐酸苯海拉明	属于	药物
盐酸苯海拉明	来源	中文维基百科
五更太平丸	来源	中文维基百科
五更太平丸	类型	丸剂
五更太平丸	来源	互动百科
五更太平丸	属于	药物
疗霉舒霜剂	来源	互动百科
疗霉舒霜剂	来源	中文维基百科
疗霉舒霜剂	属于	药物
泰诺片剂	来源	中文维基百科
泰诺片剂	来源	互动百科
泰诺片剂	属于	药物
连翘四味汤散	来源	互动百科
连翘四味汤散	属于	药物
连翘四味汤散	来源	中文维基百科
增液颗粒	来源	互动百科
增液颗粒	来源	中文维基百科
增液颗粒	属于	药物
醋酸可的松眼液	属于	药物
醋酸可的松眼液	来源	互动百科
醋酸可的松眼液	来源	中文维基百科
痤疮膏	来源	中文维基百科
痤疮膏	属于	药物
痤疮膏	来源	互动百科
加味琼玉膏	来源	互动百科
加味琼玉膏	属于	药物
加味琼玉膏	来源	中文维基百科
咪唑酯	来源	中文维基百科
咪唑酯	来源	互动百科
咪唑酯	属于	药物
复方春砂颗粒	属于	药物
复方春砂颗粒	来源	互动百科
复方春砂颗粒	来源	中文维基百科
六味木香丸	属于	药物
六味木香丸	来源	互动百科
六味木香丸	来源	中文维基百科
假单胞菌制剂	来源	互动百科
假单胞菌制剂	来源	中文维基百科
假单胞菌制剂	属于	药物
小儿化湿膏	来源	中文维基百科
小儿化湿膏	属于	药物
小儿化湿膏	来源	互动百科
金明和胃胶囊	类型	胶囊剂
金明和胃胶囊	来源	中文维基百科
金明和胃胶囊	来源	互动百科
金明和胃胶囊	属于	药物
乞力伽散	来源	中文维基百科
乞力伽散	来源	互动百科
乞力伽散	属于	药物
心肌泰胶囊	来源	中文维基百科
心肌泰胶囊	来源	互动百科
心肌泰胶囊	属于	药物
复方天然酵素	属于	药物
复方天然酵素	来源	中文维基百科
复方天然酵素	来源	互动百科
贝美格	来源	中文维基百科
贝美格	属于	药物
贝美格	来源	互动百科
生殖细胞诱变剂	来源	互动百科
生殖细胞诱变剂	属于	药物
生殖细胞诱变剂	来源	中文维基百科
脑清片	来源	互动百科
脑清片	来源	中文维基百科
脑清片	属于	药物
大山楂丸	属于	药物
大山楂丸	来源	中文维基百科
大山楂丸	来源	互动百科
罗补甫克比日丸	来源	中文维基百科
罗补甫克比日丸	来源	互动百科
罗补甫克比日丸	属于	药物
肝净注射液	来源	中文维基百科
肝净注射液	来源	互动百科
肝净注射液	属于	药物
双歧胶囊	来源	中文维基百科
双歧胶囊	属于	药物
双歧胶囊	来源	互动百科
普洱瘦身素	来源	中文维基百科
普洱瘦身素	来源	互动百科
普洱瘦身素	属于	药物
灵芝养生宝胶囊	属于	药物
灵芝养生宝胶囊	来源	互动百科
灵芝养生宝胶囊	来源	中文维基百科
回生再造丸	来源	中文维基百科
回生再造丸	来源	互动百科
回生再造丸	属于	药物
代针散	属于	药物
代针散	来源	互动百科
代针散	来源	中文维基百科
硫酸抗敌素	属于	药物
硫酸抗敌素	来源	中文维基百科
硫酸抗敌素	来源	互动百科
注射用硫酸卷曲霉素	来源	中文维基百科
注射用硫酸卷曲霉素	属于	药物
注射用硫酸卷曲霉素	来源	互动百科
原发变态反应素	来源	互动百科
原发变态反应素	来源	中文维基百科
原发变态反应素	属于	药物
乌酶丸	来源	互动百科
乌酶丸	来源	中文维基百科
乌酶丸	属于	药物
动力宝宝双鱼油软胶囊	属于	药物
动力宝宝双鱼油软胶囊	来源	互动百科
动力宝宝双鱼油软胶囊	来源	中文维基百科
生胃酮	来源	中文维基百科
生胃酮	来源	互动百科
生胃酮	属于	药物
速效心痛喷雾剂	属于	药物
速效心痛喷雾剂	来源	中文维基百科
速效心痛喷雾剂	来源	互动百科
十枣丸	来源	互动百科
十枣丸	属于	药物
十枣丸	来源	中文维基百科
三棱化积丸	属于	药物
三棱化积丸	来源	互动百科
三棱化积丸	来源	中文维基百科
丁公藤注射液	来源	互动百科
丁公藤注射液	来源	中文维基百科
丁公藤注射液	属于	药物
紫金活命丹	来源	中文维基百科
紫金活命丹	属于	药物
紫金活命丹	来源	互动百科
象牙散	来源	中文维基百科
象牙散	来源	互动百科
象牙散	属于	药物
再障生血片	来源	中文维基百科
再障生血片	来源	互动百科
再障生血片	属于	药物
止嗽片	来源	互动百科
止嗽片	属于	药物
止嗽片	来源	中文维基百科
皇甫谧调经益母胶囊	来源	互动百科
皇甫谧调经益母胶囊	属于	药物
皇甫谧调经益母胶囊	来源	中文维基百科
皂荚散	来源	互动百科
皂荚散	来源	中文维基百科
皂荚散	属于	药物
盐酸曲马多氟比汀	来源	互动百科
盐酸曲马多氟比汀	来源	中文维基百科
盐酸曲马多氟比汀	属于	药物
党参白术丸	来源	中文维基百科
党参白术丸	属于	药物
党参白术丸	来源	互动百科
萱乙荨疹膏	来源	互动百科
萱乙荨疹膏	来源	中文维基百科
萱乙荨疹膏	属于	药物
元参鼻舒爽喷液	属于	药物
元参鼻舒爽喷液	来源	互动百科
元参鼻舒爽喷液	来源	中文维基百科
华奥岗松洗液	来源	互动百科
华奥岗松洗液	来源	中文维基百科
华奥岗松洗液	属于	药物
黑附散	属于	药物
黑附散	来源	中文维基百科
黑附散	来源	互动百科
蓼参胶囊	类型	胶囊剂
蓼参胶囊	来源	互动百科
蓼参胶囊	来源	中文维基百科
蓼参胶囊	属于	药物
迪沙感冒康胶囊	属于	药物
迪沙感冒康胶囊	来源	中文维基百科
迪沙感冒康胶囊	来源	互动百科
暑湿感冒冲剂	来源	中文维基百科
暑湿感冒冲剂	来源	互动百科
暑湿感冒冲剂	属于	药物
盐酸右美托咪定	来源	中文维基百科
盐酸右美托咪定	属于	药物
盐酸右美托咪定	来源	互动百科
固本养荣丸	来源	互动百科
固本养荣丸	来源	中文维基百科
固本养荣丸	属于	药物
三甲散	属于	药物
三甲散	来源	中文维基百科
三甲散	来源	互动百科
风湿灵胶囊	来源	中文维基百科
风湿灵胶囊	属于	药物
风湿灵胶囊	来源	互动百科
元胡止痛分散片	属于	药物
元胡止痛分散片	来源	中文维基百科
元胡止痛分散片	来源	互动百科
附子木瓜煎丸	属于	药物
附子木瓜煎丸	来源	中文维基百科
附子木瓜煎丸	来源	互动百科
加减逍遥散	来源	中文维基百科
加减逍遥散	来源	互动百科
加减逍遥散	属于	药物
冰梅丸	来源	中文维基百科
冰梅丸	来源	互动百科
冰梅丸	属于	药物
泻肺定喘片	来源	互动百科
泻肺定喘片	来源	中文维基百科
泻肺定喘片	属于	药物
关节炎胶囊	类型	胶囊剂
关节炎胶囊	来源	中文维基百科
关节炎胶囊	属于	药物
关节炎胶囊	来源	互动百科
顺铂氯化钠注射液	来源	互动百科
顺铂氯化钠注射液	属于	药物
顺铂氯化钠注射液	来源	中文维基百科
清热化湿方	来源	互动百科
清热化湿方	来源	中文维基百科
清热化湿方	属于	药物
溴化乙胺痉平	属于	药物
溴化乙胺痉平	来源	互动百科
溴化乙胺痉平	来源	中文维基百科
山药白糖止咳散	属于	药物
山药白糖止咳散	来源	中文维基百科
山药白糖止咳散	来源	互动百科
丙酸氟替卡松气雾剂	来源	互动百科
丙酸氟替卡松气雾剂	属于	药物
丙酸氟替卡松气雾剂	来源	中文维基百科
参苓健儿膏	属于	药物
参苓健儿膏	来源	互动百科
参苓健儿膏	来源	中文维基百科
银诺克咽炎片	来源	互动百科
银诺克咽炎片	来源	中文维基百科
银诺克咽炎片	属于	药物
银诺克咽炎片	是否处方药	非处方药
代杖散	属于	药物
代杖散	来源	中文维基百科
代杖散	来源	互动百科
鹤蟾片	来源	中文维基百科
鹤蟾片	来源	互动百科
鹤蟾片	属于	药物
溴乙比痉平	属于	药物
溴乙比痉平	来源	互动百科
溴乙比痉平	来源	中文维基百科
久近烂脚膏	来源	互动百科
久近烂脚膏	来源	中文维基百科
久近烂脚膏	属于	药物
立生酥葵膏	属于	药物
立生酥葵膏	来源	互动百科
立生酥葵膏	来源	中文维基百科
湿毒瘙痒软膏	来源	中文维基百科
湿毒瘙痒软膏	属于	药物
湿毒瘙痒软膏	来源	互动百科
色甘萘甲那敏鼻喷雾剂	属于	药物
色甘萘甲那敏鼻喷雾剂	来源	中文维基百科
色甘萘甲那敏鼻喷雾剂	来源	互动百科
盛生复方莪术油软胶囊	属于	药物
盛生复方莪术油软胶囊	来源	中文维基百科
盛生复方莪术油软胶囊	来源	互动百科
回春胶囊	属于	药物
回春胶囊	来源	互动百科
回春胶囊	来源	中文维基百科
音哑合剂	属于	药物
音哑合剂	来源	互动百科
音哑合剂	来源	中文维基百科
油料牡丹	来源	互动百科
油料牡丹	来源	中文维基百科
油料牡丹	属于	药物
佳息患	来源	中文维基百科
佳息患	属于	药物
佳息患	来源	互动百科
阿西美辛胶囊	来源	中文维基百科
阿西美辛胶囊	类型	胶囊剂
阿西美辛胶囊	来源	互动百科
阿西美辛胶囊	属于	药物
乙酚	来源	中文维基百科
乙酚	来源	互动百科
乙酚	属于	药物
金诺芬	来源	中文维基百科
